customer_id,account_id,type,balance,interest,salary_portion
100826,10088,checking,81772.9,0.0,0.6875866253643693
100827,10089,checking,144456.61,0.0,0.102647925337493
100827,10090,checking,106790.39,0.0,0.6237204695794696
100828,10091,checking,164552.96,0.0,0.6233882538142015
100828,10092,savings,6147.86,0.003245297626700353,0.3766117461857985
100829,10093,checking,99178.28,0.0,0.32083001895696783
100829,10094,checking,174533.56,0.0,0.584631657974383
100829,10095,savings,7334.99,0.007117588872383876,0.09453832306864918
100830,10096,checking,124567.55,0.0,0.014422507032983308
100830,10097,checking,122254.2,0.0,0.0057183779560797
100830,10098,checking,51370.38,0.0,0.7618796348477721
100830,10099,savings,9500.67,0.005933251834224249,0.21797948016316482
100831,10100,checking,183162.6,0.0,0.698426792968387
100831,10101,checking,84167.08,0.0,0.06750189370870469
100831,10102,savings,8431.65,0.00833652954466208,0.16434078300782365
100831,10103,savings,9872.57,0.007996348104388212,0.06973053031508487
100832,10104,checking,186699.65,0.0,0.20626497987667383
100832,10105,checking,102094.83,0.0,0.28297957518179834
100832,10106,checking,164452.14,0.0,0.28191616199645725
100832,10107,savings,8276.46,0.00554216181845316,0.22883928294507064
100833,10108,checking,121259.39,0.0,0.5181338489523574
100833,10109,checking,126078.86,0.0,0.21293275846770818
100833,10110,savings,7322.75,0.005401065521264887,0.2689333925799344
100834,10111,checking,167675.42,0.0,0.7998788979956145
100834,10112,checking,199642.56,0.0,0.12430703352672169
100835,10113,checking,107502.34,0.0,0.7299153080700779
100836,10114,checking,137551.03,0.0,0.5309877179594655
100836,10115,checking,197686.06,0.0,0.10588972165483593
100836,10116,savings,5758.83,0.006619163305860407,0.287181136388765
100836,10117,savings,8469.41,0.002772785485133571,0.06818770558969932
100836,10118,savings,8940.22,0.009875022425148693,0.007753718407234217
100837,10119,checking,82881.91,0.0,0.7678760791908494
100838,10120,checking,127591.86,0.0,0.2002089528171718
100838,10121,checking,157912.28,0.0,0.32464081737631334
100838,10122,checking,164529.67,0.0,0.4410694659803818
100839,10123,checking,177333.36,0.0,0.6692543230924849
100839,10124,checking,97334.62,0.0,0.2430163502759653
100839,10125,savings,5891.59,0.005167988990305715,0.05590064890914445
100839,10126,savings,7844.86,0.008560613856752488,0.03182867772240558
100840,10127,checking,183991.31,0.0,0.2762977101540624
100840,10128,checking,66711.99,0.0,0.30265451125641796
100840,10129,checking,83688.77,0.0,0.04139825193861781
100840,10130,savings,5432.06,0.001886691771043081,0.09970184412981359
100840,10131,savings,5036.49,0.009233981470026556,0.27994768252108804
100841,10132,checking,156835.15,0.0,0.56714009363204
100841,10133,checking,157694.86,0.0,0.13077744440366948
100841,10134,savings,6164.0,0.004023068616345694,0.2950680063099096
100841,10135,savings,9399.32,0.0077992164933516715,0.007014455654381008
100842,10136,checking,53072.24,0.0,0.9944054391491012
100842,10137,savings,6186.57,0.005904891851325977,0.004054205797246577
100842,10138,savings,8407.52,0.004603564848773678,0.0009333993395284185
100842,10139,savings,5403.13,0.0017668812021237657,0.0006069557141237158
100843,10140,checking,124735.35,0.0,0.10011101840145231
100843,10141,checking,182324.18,0.0,0.8212501390463348
100843,10142,checking,156096.23,0.0,0.0515902591476269
100843,10143,savings,6660.73,0.00827257753813963,0.02704858340458589
100844,10144,checking,88134.09,0.0,0.0024399875970398423
100844,10145,checking,176098.77,0.0,0.7528432150752026
100844,10146,checking,90812.32,0.0,0.010358686239812849
100845,10147,checking,125620.0,0.0,0.973436308284705
100845,10148,savings,9356.8,0.0037501023558838666,0.026563691715295025
100846,10149,checking,75140.32,0.0,0.5277362865504639
100846,10150,checking,54723.67,0.0,0.4053091301201096
100846,10151,savings,5044.25,0.005184241703820008,0.012817466591808867
100846,10152,savings,5310.54,0.0033831414512094115,0.04710221702872487
100846,10153,savings,7991.61,0.006259247763931429,0.0070348997088927195
100847,10154,checking,125071.8,0.0,0.21098708006699204
100847,10155,checking,68125.91,0.0,0.03570676225993193
100847,10156,checking,148168.64,0.0,0.645310892690426
100847,10157,savings,6259.43,0.0013360299878005643,0.035238017225644805
100847,10158,savings,7766.3,0.0026906072380662015,0.07275724775700536
100848,10159,checking,148594.08,0.0,0.6062980321196006
100848,10160,checking,97496.47,0.0,0.07085981801224675
100848,10161,savings,5210.12,0.0034843306676909515,0.08604579953447854
100848,10162,savings,6434.05,0.0027426632555806164,0.014945254459465703
100848,10163,savings,9191.58,0.00928883727428467,0.22185109587420837
100849,10164,checking,191419.16,0.0,0.7772441138235099
100849,10165,savings,9000.13,0.006088515735456909,0.038866456285911226
100849,10166,savings,8484.75,0.0012610826780743779,0.1838894298905789
100850,10167,checking,112592.03,0.0,0.5969296034453253
100850,10168,checking,172872.45,0.0,0.16602619200260726
100850,10169,savings,6720.87,0.006799670876584,0.05511866302881753
100850,10170,savings,5383.82,0.003345052887847033,0.027047326818874878
100850,10171,savings,8901.99,0.003602530971150042,0.15487821470437496
100851,10172,checking,170744.33,0.0,0.7136858978509605
100851,10173,savings,8303.75,0.0027851576415667744,0.2863141021490395
100852,10174,checking,102739.51,0.0,0.20203002495887776
100852,10175,checking,171431.22,0.0,0.07362503136499982
100852,10176,checking,108762.57,0.0,0.3601482968699917
100852,10177,savings,9590.11,0.0031037717816006704,0.10713293740948232
100852,10178,savings,9569.5,0.00787504615719857,0.25706370939664835
100853,10179,checking,127039.63,0.0,0.15426873641474403
100853,10180,checking,134372.9,0.0,0.009939317081222053
100853,10181,checking,146348.45,0.0,0.5229838406362255
100853,10182,savings,9903.66,0.003970737211568094,0.0652137877023252
100853,10183,savings,8262.73,0.009760505281163144,0.2302224764186129
100853,10184,savings,5202.18,0.004227717074464184,0.017371841746870443
100854,10185,checking,183686.77,0.0,0.4235955749092568
100854,10186,checking,161071.82,0.0,0.38399108527316184
100854,10187,checking,71424.2,0.0,0.052808093212179184
100855,10188,checking,180357.14,0.0,0.3988325940951244
100855,10189,checking,53295.87,0.0,0.023413762357720323
100855,10190,checking,111331.54,0.0,0.21552311755705242
100855,10191,savings,7386.23,0.006144412247003836,0.04496789110487182
100855,10192,savings,5550.82,0.008263685657987527,0.08891087892511246
100855,10193,savings,5583.01,0.00632187570324723,0.22835175596011864
100856,10194,checking,186052.91,0.0,0.8127867791465828
100856,10195,savings,7598.13,0.002040394245321565,0.18721322085341724
100857,10196,checking,89059.93,0.0,0.4358015933807199
100857,10197,checking,149546.11,0.0,0.268856687773038
100857,10198,checking,75441.21,0.0,0.01740777248262188
100858,10199,checking,123187.99,0.0,0.6067401444579031
100858,10200,checking,157470.16,0.0,0.10267236031908636
100858,10201,checking,52816.93,0.0,0.28056555057856813
100858,10202,savings,9324.4,0.004979126423631562,0.010021944644442282
100859,10203,checking,198078.52,0.0,0.7265935732154591
100859,10204,savings,9934.56,0.008072278477396968,0.2723279390558682
100859,10205,savings,7524.49,0.004881702986458812,0.001078487728672721
100860,10206,checking,52827.07,0.0,0.8841181018402848
100861,10207,checking,172461.37,0.0,0.3708258497077389
100861,10208,checking,178682.03,0.0,0.2874204402384823
100861,10209,checking,55178.43,0.0,0.15808426225899147
100861,10210,savings,8764.72,0.0053711851020350025,0.10340987443355222
100861,10211,savings,5679.1,0.005888279285992247,0.08025957336123501
100862,10212,checking,167583.56,0.0,0.12688077364984396
100862,10213,checking,62705.14,0.0,0.7017841044246635
100862,10214,savings,8832.73,0.00233085049446891,0.09556092217466503
100862,10215,savings,6402.85,0.0011691301154811674,0.06991562130025543
100862,10216,savings,9532.73,0.004349620996329834,0.005858578450572085
100863,10217,checking,162154.16,0.0,0.19003365792334298
100863,10218,checking,169719.34,0.0,0.7783180458369731
100863,10219,savings,9810.04,0.007120175039238902,0.01633343804531304
100863,10220,savings,7026.76,0.00024511660840438766,0.015314858194370883
100864,10221,checking,111994.28,0.0,0.59632532990966
100864,10222,checking,191522.61,0.0,0.36311258454092343
100864,10223,savings,5978.61,0.00570998077585337,0.040562085549416566
100865,10224,checking,106421.37,0.0,0.03404725021411548
100865,10225,checking,183709.44,0.0,0.1259645038567542
100865,10226,checking,190785.4,0.0,0.7906607513469383
100865,10227,savings,9923.98,0.007191653382744375,0.04932749458219217
100866,10228,checking,93238.61,0.0,0.15313969936777108
100866,10229,checking,82722.76,0.0,0.014465596419321849
100866,10230,checking,170721.48,0.0,0.4862045056224729
100866,10231,savings,7726.79,0.0007418021463108127,0.34619019859043404
100867,10232,checking,124069.44,0.0,0.20423014998785222
100867,10233,checking,119461.26,0.0,0.3916265541533198
100867,10234,checking,85477.54,0.0,0.0100352719244665
100867,10235,savings,8323.25,0.0037755006876663134,0.13445425697743826
100867,10236,savings,8362.75,0.008045135855326319,0.011802608047707237
100867,10237,savings,9767.95,0.0061823834788317066,0.24785115890921605
100868,10238,checking,81707.37,0.0,0.4256707157548258
100868,10239,checking,112114.76,0.0,0.18573579927189698
100868,10240,savings,6000.45,0.0023661975244796954,0.0151759194757929
100868,10241,savings,6786.15,0.0077136436085061535,0.3734175654974844
100869,10242,checking,126937.58,0.0,0.28077791053914697
100869,10243,checking,182206.87,0.0,0.06925627756192264
100869,10244,checking,179250.84,0.0,0.4553952863975304
100869,10245,savings,6513.3,0.004833072189903725,0.04118655323182286
100869,10246,savings,9425.11,0.006305654093467926,0.153383972269577
100870,10247,checking,133860.04,0.0,0.14763793979538978
100870,10248,checking,179949.27,0.0,0.2833322909175289
100870,10249,checking,128214.62,0.0,0.22670549866647927
100871,10250,checking,57970.42,0.0,0.8465859033619751
100871,10251,savings,8256.45,0.0014888291498212191,0.05507712041954196
100871,10252,savings,9543.17,0.0012717655246791526,0.02343785018360035
100871,10253,savings,5023.61,0.0017042819249619668,0.07489912603488258
100872,10254,checking,51280.32,0.0,0.08656050817742816
100872,10255,checking,143503.3,0.0,0.5136755809449723
100872,10256,savings,7359.25,0.0014788003690865681,0.33872618445980707
100872,10257,savings,7519.71,0.001898646765952975,0.06103772641779243
100873,10258,checking,54408.54,0.0,0.6102393187255584
100873,10259,savings,9274.39,0.006243996894668017,0.36299673861321125
100873,10260,savings,8879.56,0.0011252963716224208,0.026763942661230392
100874,10261,checking,164882.65,0.0,0.05960030318708482
100874,10262,checking,187225.95,0.0,0.860878899604126
100874,10263,checking,145191.42,0.0,0.06124568996912918
100874,10264,savings,9644.82,0.004720442834731461,0.018275107239660082
100875,10265,checking,54477.97,0.0,0.26634051686587706
100875,10266,checking,119956.6,0.0,0.457839828902241
100876,10267,checking,135463.71,0.0,0.32996173753134184
100876,10268,checking,185317.13,0.0,0.2830812456288542
100876,10269,savings,9267.05,0.009421094714725528,0.38695701683980394
100877,10270,checking,114961.4,0.0,0.2837812399453678
100877,10271,checking,94892.31,0.0,0.47081870183847463
100877,10272,checking,115460.2,0.0,0.10386742406556711
100877,10273,savings,9191.37,0.008222984372545403,0.14153263415059056
100878,10274,checking,193718.38,0.0,0.5832250194282437
100878,10275,checking,64032.35,0.0,0.004055544515034154
100878,10276,checking,144840.52,0.0,0.16398013145082235
100879,10277,checking,177631.05,0.0,0.15739156059149667
100879,10278,checking,174681.0,0.0,0.07102702753936925
100879,10279,checking,169398.49,0.0,0.5490448637924619
100880,10280,checking,197908.14,0.0,0.6254006003246253
100880,10281,savings,5103.66,0.0019468639404462851,0.3745993996753747
100881,10282,checking,127533.12,0.0,0.2740490292417611
100881,10283,checking,52351.36,0.0,0.044182841259315576
100881,10284,checking,178264.58,0.0,0.40704725951672893
100881,10285,savings,6845.59,0.0029579251888012517,0.0870186955927066
100881,10286,savings,8829.26,0.00233322946730681,0.07377886561342924
100881,10287,savings,9150.51,0.0024735128207375545,0.1139233087760586
100882,10288,checking,167565.66,0.0,0.4059066736535275
100882,10289,checking,100470.8,0.0,0.33843693479653636
100882,10290,checking,178746.23,0.0,0.1629110859306834
100882,10291,savings,8794.38,0.004400761381533871,0.00875460029086676
100882,10292,savings,8608.8,0.009589682997414481,0.013297024034768198
100882,10293,savings,6664.08,0.0011813655703792358,0.07069368129361779
100883,10294,checking,135491.38,0.0,0.09152484196965242
100883,10295,checking,82670.89,0.0,0.6588054167822445
100883,10296,savings,8146.54,0.006401040433378095,0.009716181041091152
100883,10297,savings,6810.25,0.0018565349587926362,0.14401424360368292
100883,10298,savings,9420.41,0.005989695339467303,0.09593931660332908
100884,10299,checking,121064.78,0.0,0.2296544332083205
100884,10300,checking,151088.74,0.0,0.44189378380084837
100884,10301,checking,101701.97,0.0,0.2598120377434324
100884,10302,savings,7088.22,0.008446142569314754,0.03662994765760258
100884,10303,savings,7400.77,0.0050234218136303525,0.006487313695722774
100884,10304,savings,8035.86,0.006355879247419375,0.025522483894073446
100885,10305,checking,123911.21,0.0,0.3445659116843372
100885,10306,checking,80017.39,0.0,0.5371170304475614
100885,10307,savings,6482.98,0.005260455166516433,0.01942638227847301
100885,10308,savings,7383.03,0.003400476010154372,0.09889067558962827
100886,10309,checking,139238.1,0.0,0.44104256407846476
100886,10310,checking,95497.94,0.0,0.534289290204494
100886,10311,savings,8395.03,0.0019312247188389686,0.020399506142444398
100886,10312,savings,8791.61,0.008647967743494458,0.004268639574596797
100887,10313,checking,107694.37,0.0,0.7792401311391006
100887,10314,savings,5118.57,0.006457332789739375,0.011013310377914351
100887,10315,savings,6674.55,0.004224017713616071,0.20974655848298507
100888,10316,checking,185565.91,0.0,0.1342600470753149
100888,10317,checking,180927.51,0.0,0.2855363327561994
100888,10318,checking,169371.38,0.0,0.24796887058431538
100888,10319,savings,8472.72,0.0030289393416977352,0.33223474958417043
100889,10320,checking,174796.42,0.0,0.1978450825354766
100889,10321,checking,184696.88,0.0,0.4213666424077957
100890,10322,checking,137159.09,0.0,0.6671420815380549
100890,10323,checking,154159.79,0.0,0.1862644550801703
100890,10324,checking,54106.01,0.0,0.03704160291107183
100890,10325,savings,6227.42,0.007229988192927805,0.03556509735035103
100890,10326,savings,7125.77,0.008310509765667374,0.037116927053562815
100890,10327,savings,5508.27,0.00966525013009099,0.03686983606678916
100891,10328,checking,130391.88,0.0,0.7555665815812873
100891,10329,savings,6196.69,3.479961717237523e-05,0.24443341841871274
100892,10330,checking,95069.5,0.0,0.21092383360680195
100892,10331,checking,127559.88,0.0,0.26696125410122384
100892,10332,checking,194153.66,0.0,0.1857180802872913
100892,10333,savings,9032.96,0.002060571405997932,0.3363968320046828
100893,10334,checking,162938.63,0.0,0.6636958701462841
100893,10335,savings,8456.39,0.0007243898278646877,0.336304129853716
100894,10336,checking,127001.38,0.0,0.8813886595337567
100894,10337,savings,8011.15,0.001986726646558803,0.04406871079236121
100894,10338,savings,5351.87,0.007574421274495976,0.07029268015677426
100894,10339,savings,9320.85,0.0057974386888837645,0.00424994951710784
100895,10340,checking,122086.86,0.0,0.8586958861585613
100895,10341,checking,102847.53,0.0,0.103104688352604
100895,10342,savings,8599.83,0.003779595406168093,0.038199425488834704
100896,10343,checking,146030.13,0.0,0.9174092041419574
100896,10344,savings,6031.63,0.00899715842447176,0.012639445437517468
100896,10345,savings,7925.24,0.009039996915826045,0.01775216915505021
100896,10346,savings,5800.21,0.0033793641191088054,0.05219918126547497
100897,10347,checking,133614.77,0.0,0.8975064047412363
100898,10348,checking,69940.71,0.0,0.029286329131172035
100898,10349,checking,115467.64,0.0,0.04931144838495931
100898,10350,checking,153406.42,0.0,0.692848205794649
100898,10351,savings,6313.23,0.0012560954693456982,0.08474756937778152
100898,10352,savings,6372.17,0.0023151341341514876,0.14380644731143807
100899,10353,checking,135799.78,0.0,0.7758627808047662
100900,10354,checking,139772.8,0.0,0.7822583798009456
100901,10355,checking,191941.77,0.0,0.94859786931714
100901,10356,checking,175598.54,0.0,0.024316311821848187
100901,10357,savings,8152.7,0.00510137234821016,0.009949193094979608
100901,10358,savings,8182.78,0.0069925015048041056,0.009415042822562397
100901,10359,savings,5316.29,0.004387026624487534,0.007721582943469872
100902,10360,checking,162304.53,0.0,0.5124310172495399
100902,10361,checking,52211.51,0.0,0.34052043396546233
100902,10362,checking,163941.26,0.0,0.12669839509859862
100902,10363,savings,7584.21,0.002246924041492323,0.019249836816402088
100902,10364,savings,8028.34,0.0023515553594404006,0.0011003168699971247
100903,10365,checking,76502.36,0.0,0.1621662940086426
100903,10366,checking,156047.31,0.0,0.6679392471667531
100903,10367,checking,87410.57,0.0,0.07675274707294989
100903,10368,savings,5040.13,0.005587794175521993,0.045819939397114096
100903,10369,savings,7012.61,0.004792872381885739,0.04732177235454032
100904,10370,checking,54112.37,0.0,0.7271687192269094
100904,10371,savings,8033.18,0.0009381963177176422,0.22849103018674627
100904,10372,savings,6732.7,0.006116157686649851,0.04434025058634432
100905,10373,checking,173849.11,0.0,0.8336225123399607
100905,10374,savings,9561.18,0.001160819572582863,0.1663774876600392
100906,10375,checking,75142.58,0.0,0.7221842556950941
100906,10376,savings,7460.09,0.006287080378864276,0.0898721142245056
100906,10377,savings,6514.36,0.0014932297304541542,0.1879436300804003
100907,10378,checking,81360.97,0.0,0.46251518477691506
100907,10379,checking,166192.32,0.0,0.5038944705535702
100907,10380,savings,7754.85,0.00664410007637208,0.033590344669514625
100908,10381,checking,138231.85,0.0,0.6602144251712238
100908,10382,checking,71075.67,0.0,0.310098429015673
100909,10383,checking,191207.22,0.0,0.13330504572405216
100909,10384,checking,163392.92,0.0,0.7475422683813685
100909,10385,checking,167877.88,0.0,0.08177560151671542
100909,10386,savings,8498.66,0.0019492147768721115,0.014218477851909302
100909,10387,savings,8700.63,0.006784462781838343,0.02029085882167913
100909,10388,savings,7053.53,0.0008494496358398407,0.0028677477042754152
100910,10389,checking,114083.82,0.0,0.9769298695746467
100911,10390,checking,76843.57,0.0,0.41097002283322037
100911,10391,checking,71442.71,0.0,0.03697485883578013
100911,10392,checking,141066.84,0.0,0.477615377606378
100912,10393,checking,177960.17,0.0,0.7099601608019698
100912,10394,savings,9322.35,0.001906464250139055,0.14391576555841862
100912,10395,savings,5810.24,0.007038923465589129,0.014239850867174483
100912,10396,savings,6762.34,0.0008317101324895704,0.13188422277243714
100913,10397,checking,118888.5,0.0,0.6213263933571331
100914,10398,checking,122314.65,0.0,0.8507955976268512
100914,10399,checking,136307.94,0.0,0.08623428774224712
100914,10400,savings,9277.18,0.006707699722882015,0.06297011463090163
100915,10401,checking,72123.03,0.0,0.9865966715433607
100916,10402,checking,53953.9,0.0,0.9235599869585046
100917,10403,checking,156669.1,0.0,0.5390286508409675
100917,10404,checking,60560.74,0.0,0.28179478961325116
100917,10405,savings,5371.72,0.009859440819463336,0.17917655954578124
100918,10406,checking,135425.67,0.0,0.07810874077005293
100918,10407,checking,71962.19,0.0,0.6202086559852297
100919,10408,checking,150118.55,0.0,0.5944122806366751
100919,10409,checking,152812.64,0.0,0.31381851158337354
100920,10410,checking,152173.36,0.0,0.2373334527371581
100920,10411,checking,53902.96,0.0,0.32170602734523757
100920,10412,checking,107206.87,0.0,0.0449722314447851
100921,10413,checking,129522.95,0.0,0.5276247490869327
100921,10414,checking,100084.99,0.0,0.26906258501456654
100921,10415,savings,6994.64,0.006105146557934882,0.17305313395343747
100921,10416,savings,7737.87,0.0013325520490970967,0.030259531945063367
100922,10417,checking,198304.7,0.0,0.18414225611730936
100922,10418,checking,145731.77,0.0,0.4436062126123591
100922,10419,checking,56931.41,0.0,0.07196602539423437
100922,10420,savings,8893.17,0.007557638024194208,0.30028550587609715
100923,10421,checking,97298.08,0.0,0.7052807903314153
100923,10422,savings,6689.49,0.003970998909857656,0.10063714765065544
100923,10423,savings,8437.98,0.0034412400128531018,0.07779622286503005
100923,10424,savings,8890.21,0.009255794168060731,0.11628583915289924
100924,10425,checking,145572.42,0.0,0.3867033079480509
100924,10426,checking,139526.66,0.0,0.3073108830372839
100924,10427,checking,92323.73,0.0,0.05298686240377598
100924,10428,savings,6973.32,0.009077275830388453,0.033631335407235625
100924,10429,savings,9745.47,0.007800947256806357,0.1147967509494132
100924,10430,savings,6980.76,0.0037928130763249836,0.10457086025424035
100925,10431,checking,166528.65,0.0,0.4728819631354586
100925,10432,checking,122088.32,0.0,0.055947137671215084
100925,10433,checking,153138.28,0.0,0.21083450640557214
100925,10434,savings,6784.03,0.008424480409191878,0.09040981226027181
100925,10435,savings,5362.1,0.003356806400634198,0.16992658052748238
100926,10436,checking,80959.64,0.0,0.7858795949223286
100926,10437,savings,6954.21,0.0007461709769966218,0.011831965167614622
100926,10438,savings,6383.97,0.0058520171816167825,0.1773066477113687
100926,10439,savings,5577.86,7.692877111928676e-05,0.024981792198687902
100927,10440,checking,196842.95,0.0,0.42941037238903335
100927,10441,checking,138266.93,0.0,0.31903903944972195
100927,10442,savings,5111.07,0.006710591749157918,0.2515505881612448
100928,10443,checking,163230.77,0.0,0.9938184475421228
100928,10444,savings,8682.53,0.00647906078896667,0.006181552457877171
100929,10445,checking,138460.97,0.0,0.2863597159085092
100929,10446,checking,159681.2,0.0,0.43652437707005853
100929,10447,savings,5144.9,0.00666942365272871,0.27711590702143224
100930,10448,checking,128056.11,0.0,0.49137598440547536
100930,10449,checking,186054.89,0.0,0.4449762322436668
100930,10450,savings,5535.81,0.0008221524898765487,0.004117358656343244
100930,10451,savings,8388.88,0.000656364113451362,0.007479440796487579
100930,10452,savings,5803.02,0.002502869631877482,0.052050983898027016
100931,10453,checking,170885.95,0.0,0.6996536349148609
100932,10454,checking,136270.64,0.0,0.4190738458625621
100932,10455,checking,162357.57,0.0,0.4954322881722416
100932,10456,savings,9032.61,0.00935485217519885,0.08549386596519626
100933,10457,checking,137935.97,0.0,0.8239519224681138
100933,10458,savings,7512.29,0.008894763465131824,0.0119363100781352
100933,10459,savings,6418.24,0.00855099407546068,0.007990721580589126
100933,10460,savings,9344.5,0.004750179006133488,0.15612104587316186
100934,10461,checking,180365.88,0.0,0.15481536144846564
100934,10462,checking,135526.99,0.0,0.5830492927230967
100934,10463,savings,6690.97,0.00736512770606574,0.0309029571788134
100934,10464,savings,9840.48,0.004803791013696804,0.0753505243181963
100934,10465,savings,9643.75,0.0073538586871318016,0.15588186433142792
100935,10466,checking,72184.18,0.0,0.2587673942891552
100935,10467,checking,180510.52,0.0,0.4090300067990321
100935,10468,savings,9039.44,0.008840616774865376,0.3322025989118127
100936,10469,checking,99930.37,0.0,0.6170678284290853
100936,10470,checking,107205.33,0.0,0.06707356383761275
100936,10471,checking,57414.41,0.0,0.16107959259053725
100936,10472,savings,5097.27,0.006467181465229446,0.1547790151427648
100937,10473,checking,86241.74,0.0,0.6956647789977077
100938,10474,checking,59908.43,0.0,0.2781360859486125
100938,10475,checking,73090.47,0.0,0.2791321723839127
100938,10476,checking,77397.31,0.0,0.22749885981625942
100939,10477,checking,59954.0,0.0,0.49530162758119123
